IDMachine,IDSeance,PoidsMax,RythmeCardiaque
,56,626,124.9,128
,100,736,11.67,116
,36,389,104.69,159
,70,446,171.43,146
,44,468,125.69,67
,86,801,199.52,144
,90,222,76.34,164
,63,390,172.56,117
,28,677,154.34,63
,29,51,109.17,147
,92,939,114.56,92
,57,983,67.23,61
,61,20,181.95,91
,93,580,175.18,69
,41,229,188.43,71
,3,591,178.74,171
,3,997,168.91,123
,67,421,192.14,110
,23,67,177.32,161
,39,665,133.42,120
,75,108,93.01,111
,88,102,139.12,159
,32,946,14.2,91
,41,936,169.85,75
,41,581,190.82,142
,43,57,173.66,94
,51,180,55.77,170
,85,457,178.98,140
,25,742,182.63,161
,50,224,54.13,93
,37,316,61.91,108
,45,581,69.24,110
,99,182,64.64,97
,93,270,64.42,61
,44,446,199.84,174
,87,874,128.78,147
,10,693,67.92,136
,78,131,91.35,131
,74,835,37.24,106
,1,284,121.79,119
,31,918,189.34,118
,54,644,127.21,82
,94,480,197.79,164
,40,38,149.88,145
,16,457,106.32,133
,41,307,82.1,157
,65,562,19.58,170
,31,263,54.44,142
,8,131,10.29,114
,13,12,64.31,177
,19,830,10.14,87
,23,65,129.88,83
,42,522,183.92,77
,39,907,36.49,70
,72,809,108.99,112
,81,609,74.06,91
,47,246,81.27,137
,87,899,122.31,172
,15,718,141.96,153
,77,919,76.07,143
,33,799,193.97,88
,33,201,134.28,172
,68,123,141.37,142
,37,985,55.68,143
,59,519,31.97,132
,7,124,195.03,156
,79,400,75.82,81
,2,656,37.21,134
,97,305,199.31,60
,68,968,112.71,75
,46,708,131.93,140
,24,800,126.58,128
,30,389,165.97,164
,67,586,33.37,171
,73,606,29.76,174
,65,104,110.54,123
,55,791,101.3,127
,46,576,102.78,148
,65,589,54.45,81
,29,523,100.91,144
,24,67,192.2,170
,31,264,162.69,168
,76,574,127.09,123
,86,652,163.34,147
,74,730,118.95,96
,35,219,168.17,102
,43,605,168.71,89
,2,541,88.82,78
,3,634,138.2,136
,5,761,102.8,64
,75,441,104.4,123
,3,702,23.75,88
,29,605,132.29,87
,72,880,70.55,90
,87,548,145.99,165
,93,67,192.46,76
,6,696,142.95,176
,18,197,54.25,87
,70,851,35.97,167
,39,17,69.61,76
,57,684,122.59,151
,65,389,197.48,107
,12,512,111.54,170
,100,459,170.71,128
,53,626,60.29,157
,84,757,17.57,95
,15,817,54.23,143
,40,725,164.99,63
,58,102,85.54,170
,66,592,59.92,133
,84,447,173.26,138
,78,851,162.57,69
,24,707,161.0,136
,24,508,190.13,91
,40,492,99.05,132
,36,780,92.65,147
,95,788,177.91,165
,54,193,181.77,85
,53,593,56.92,98
,42,72,154.98,115
,4,662,159.79,134
,19,41,199.79,154
,3,574,121.32,146
,17,322,119.06,73
,12,756,82.85,88
,87,537,159.03,123
,57,706,69.84,100
,79,621,122.02,112
,21,913,145.68,116
,33,518,96.91,154
,35,770,51.01,149
,48,773,143.2,160
,59,368,133.29,103
,23,724,86.93,154
,37,328,78.45,64
,28,802,96.02,70
,95,425,93.84,110
,88,826,77.95,171
,54,891,158.97,60
,79,337,157.56,133
,53,880,152.09,100
,39,609,152.57,90
,80,244,141.13,130
,69,622,82.57,138
,4,174,196.26,63
,55,52,87.4,160
,97,446,171.4,74
,90,889,116.28,98
,99,151,88.33,147
,79,664,121.98,83
,47,189,50.05,155
,83,4,192.99,148
,88,274,73.11,89
,17,461,102.89,100
,90,247,142.29,112
,65,44,190.1,124
,59,379,153.88,76
,74,509,190.77,158
,49,234,95.39,129
,24,58,106.66,88
,87,657,186.56,72
,14,402,100.61,108
,33,216,119.57,86
,79,226,171.39,173
,36,288,33.58,179
,63,811,179.93,122
,30,614,175.09,63
,82,596,183.12,159
,23,371,99.7,120
,75,127,77.13,75
,59,791,34.04,71
,52,133,113.95,79
,21,866,113.38,164
,22,932,195.66,143
,21,175,121.13,167
,98,902,83.7,154
,6,495,196.25,166
,22,892,120.53,73
,46,855,140.02,142
,16,442,95.96,97
,73,195,186.56,163
,35,420,47.99,162
,63,887,70.89,124
,21,459,190.52,88
,1,709,145.31,152
,67,567,121.3,130
,80,90,146.47,96
,5,794,121.56,159
,95,514,130.8,150
,31,562,165.56,139
,57,709,118.89,90
,66,133,96.78,170
,21,709,146.68,94
,58,442,96.09,136
,32,838,38.93,80
,5,13,103.74,167
,23,304,58.15,180
,64,673,25.55,108
,10,181,33.2,61
,90,43,35.92,147
,20,159,63.57,159
,18,677,131.79,127
,85,332,14.91,131
,50,855,85.02,90
,30,36,96.04,117
,75,234,186.24,81
,54,772,23.8,144
,84,956,43.06,123
,18,544,61.76,104
,33,42,75.24,141
,36,131,131.4,142
,19,384,95.17,161
,11,640,128.94,155
,16,811,44.64,110
,94,561,118.72,136
,84,231,171.22,174
,71,823,55.92,171
,24,95,103.0,119
,16,821,136.64,117
,17,181,31.44,110
,81,192,55.9,124
,88,724,134.48,105
,25,988,124.06,83
,85,735,87.18,116
,76,439,139.71,160
,5,142,21.22,85
,17,249,92.28,68
,97,1,122.86,144
,74,960,135.74,142
,42,400,22.58,129
,83,121,69.03,96
,3,423,153.55,145
,66,157,29.0,67
,87,169,126.81,109
,25,109,113.97,95
,98,748,153.04,136
,66,762,21.98,66
,6,575,46.47,122
,49,279,139.9,98
,50,693,145.69,150
,35,388,168.54,123
,80,602,161.69,129
,50,669,68.83,164
,44,669,136.24,176
,91,682,180.77,164
,50,862,130.02,170
,80,225,164.08,100
,50,668,45.71,103
,44,869,135.39,177
,45,986,169.92,72
,39,638,131.05,91
,21,465,107.6,91
,18,321,32.44,150
,13,81,25.5,106
,97,282,165.81,78
,15,716,56.82,75
,62,455,122.48,162
,96,174,179.94,175
,77,207,19.21,123
,17,967,51.28,61
,34,609,54.75,145
,49,607,101.26,145
,8,526,144.35,158
,49,544,118.15,162
,91,57,49.2,65
,7,395,15.61,76
,40,311,11.45,120
,53,147,175.2,79
,23,740,68.78,169
,24,651,167.07,159
,50,475,184.19,60
,79,394,164.26,90
,40,503,48.95,151
,4,658,134.41,128
,38,214,161.99,123
,20,368,160.58,115
,95,365,151.62,83
,76,115,82.94,152
,42,642,46.11,139
,79,230,108.79,161
,3,9,74.86,97
,5,589,149.89,79
,29,566,152.94,156
,60,169,72.69,99
,52,874,37.01,107
,54,516,134.2,71
,76,145,112.09,139
,55,291,108.83,90
,57,478,191.18,178
,72,465,199.22,149
,86,144,198.44,141
,9,823,40.42,70
,50,21,30.27,133
,59,311,179.05,165
,31,792,174.81,129
,24,652,88.52,117
,45,969,27.1,80
,14,900,10.2,70
,35,283,179.45,146
,58,559,24.26,120
,98,100,66.53,161
,29,264,158.91,129
,4,494,17.12,113
,69,731,86.27,76
,7,408,149.9,101
,75,703,68.61,66
,92,502,131.1,93
,3,205,169.34,75
,58,980,172.26,119
,3,587,172.36,104
,15,860,161.84,66
,96,912,111.0,86
,10,321,187.65,152
,19,894,67.62,135
,66,117,55.33,143
,25,224,28.42,60
,24,223,33.37,83
,98,972,17.11,150
,66,398,66.59,74
,65,449,195.34,129
,90,343,70.54,70
,24,922,63.88,133
,63,374,148.14,103
,79,629,151.82,114
,9,635,94.59,110
,40,388,131.17,129
,9,357,47.63,152
,88,110,53.91,144
,76,378,115.28,70
,89,265,127.48,63
,47,251,59.26,156
,89,68,163.29,166
,3,95,27.75,125
,40,832,51.46,174
,24,48,73.67,101
,7,913,41.57,110
,38,872,168.52,170
,19,402,89.26,103
,13,491,27.41,69
,26,722,29.08,152
,48,942,188.94,90
,39,806,67.13,75
,95,186,174.06,109
,58,388,42.24,77
,53,348,96.23,168
,53,584,38.13,81
,9,654,193.44,91
,97,902,199.21,119
,45,748,18.51,75
,98,208,153.78,178
,37,143,66.32,163
,17,155,28.89,174
,56,767,159.63,135
,89,602,59.01,79
,81,358,143.95,143
,47,605,148.77,139
,76,55,111.41,98
,28,714,57.96,98
,75,200,55.1,151
,51,924,107.79,142
,2,639,114.31,66
,22,5,14.52,131
,8,649,170.69,110
,78,426,59.5,166
,48,335,139.29,72
,85,182,187.07,108
,36,923,181.77,136
,9,403,64.39,147
,64,564,139.89,123
,18,881,167.13,89
,8,978,44.87,162
,29,846,150.87,78
,94,33,35.3,86
,72,221,16.29,121
,18,168,105.13,175
,89,374,52.17,97
,80,157,46.12,83
,32,634,12.13,112
,62,302,189.37,153
,7,369,26.3,71
,99,843,122.18,131
,99,378,18.53,72
,53,528,199.77,92
,6,710,149.65,61
,23,420,89.9,114
,58,700,87.73,153
,34,169,158.44,92
,40,178,38.75,134
,5,571,29.22,144
,16,667,159.91,163
,5,427,162.78,130
,96,487,163.79,144
,27,401,118.85,102
,4,14,46.4,154
,22,611,21.9,64
,9,407,48.48,166
,52,558,108.39,162
,68,949,67.04,91
,50,693,157.8,93
,90,897,181.76,144
,51,9,89.95,165
,91,555,29.09,106
,35,806,187.07,125
,81,830,93.33,122
,35,745,37.41,151
,20,216,38.12,86
,74,157,10.5,99
,56,294,129.16,132
,70,397,46.6,142
,33,8,105.61,114
,85,718,96.88,173
,72,601,98.47,109
,48,62,134.59,170
,70,818,111.27,69
,20,803,160.97,69
,98,88,182.56,103
,16,776,147.04,79
,38,600,58.3,151
,49,597,87.88,154
,2,503,126.46,127
,73,521,126.96,179
,42,679,184.65,83
,32,24,53.43,175
,38,361,35.67,134
,49,278,95.14,107
,18,125,78.34,169
,51,212,16.97,142
,38,137,180.21,170
,84,355,75.75,162
,24,848,42.39,69
,42,4,108.0,61
,99,676,65.0,171
,18,383,44.84,80
,88,636,77.18,167
,97,159,176.06,88
,84,249,126.46,63
,96,918,121.68,148
,8,133,169.26,67
,84,809,147.61,66
,17,164,167.59,75
,7,135,128.01,69
,86,805,31.13,165
,26,175,176.72,162
,5,812,198.43,83
,60,405,187.73,92
,22,950,105.13,88
,16,793,133.77,76
,19,67,23.94,161
,42,116,144.37,93
,89,296,25.72,79
,39,485,35.96,170
,50,111,16.87,126
,11,855,19.94,166
,92,290,57.85,129
,55,562,37.0,72
,42,870,46.45,157
,53,364,103.97,64
,7,53,118.45,152
,94,833,151.86,103
,96,863,166.05,85
,76,700,79.13,61
,88,196,47.94,151
,10,604,182.79,102
,39,464,171.6,178
,31,644,117.57,134
,72,646,56.78,153
,89,338,167.83,73
,26,16,136.82,168
,29,717,196.64,142
,39,733,74.5,75
,25,523,149.98,92
,44,965,43.82,151
,56,350,110.72,152
,64,358,129.73,157
,96,572,55.56,167
,30,262,89.05,151
,91,759,57.58,97
,90,916,82.18,172
,59,260,47.6,118
,44,854,58.59,139
,51,209,44.35,93
,5,244,191.45,128
,81,322,28.52,160
,59,470,65.93,108
,34,817,30.88,111
,35,654,171.56,169
,53,988,134.29,129
,52,789,96.33,62
,69,105,28.42,107
,7,537,135.82,111
,47,209,93.32,120
,9,234,95.69,136
,89,501,125.47,128
,98,850,153.05,116
,49,868,88.66,88
,96,263,156.23,62
,37,76,110.09,143
,28,730,188.17,176
,38,511,172.0,166
,78,339,52.69,103
,89,597,129.79,164
,68,783,169.85,152
,76,759,174.22,107
,62,360,31.56,60
,94,719,92.56,171
,15,819,113.26,154
,30,902,100.7,114
,1,46,137.7,105
,84,877,95.11,141
,36,670,134.77,119
,10,777,139.57,112
,17,856,71.4,123
,3,676,86.49,155
,81,591,182.04,161
,68,809,60.32,143
,76,811,159.72,178
,79,780,160.59,138
,55,147,32.45,80
,26,723,98.06,108
,95,644,49.17,113
,9,75,188.69,123
,90,779,98.08,169
,51,913,69.56,95
,38,78,189.89,85
,17,100,134.32,130
,73,58,53.02,96
,78,73,121.06,61
,43,943,127.24,109
,50,742,180.1,76
,38,777,151.87,68
,55,81,166.68,156
,63,303,42.56,123
,74,188,178.79,109
,4,240,107.11,155
,89,396,84.65,164
,4,829,58.82,97
,100,985,29.38,154
,35,235,172.62,157
,81,30,57.54,155
,40,598,88.84,133
,91,798,44.91,166
,98,754,63.36,176
,9,541,65.03,157
,12,607,79.48,155
,50,972,78.33,177
,43,813,50.01,80
,95,919,171.55,79
,70,479,171.25,153
,21,746,181.63,128
,12,168,148.65,72
,72,812,144.33,104
,37,714,159.33,78
,21,22,23.49,134
,25,101,15.12,87
,16,731,44.32,114
,47,156,15.4,72
,49,132,190.31,72
,31,240,185.08,68
,14,483,197.51,79
,35,515,96.91,90
,2,545,77.5,155
,4,96,132.99,173
,62,208,167.28,131
,85,27,173.3,92
,82,809,25.5,136
,9,161,44.75,167
,71,741,78.05,96
,11,776,96.96,177
,48,210,164.42,65
,60,902,179.33,179
,64,949,195.69,160
,28,968,69.33,169
,43,162,148.99,70
,61,335,96.37,127
,12,463,138.13,128
,42,592,35.72,176
,78,276,20.57,90
,5,253,112.46,69
,36,151,177.24,176
,42,639,90.81,96
,91,585,95.56,149
,63,838,69.51,98
,33,224,88.13,84
,73,650,112.48,152
,95,131,166.94,134
,38,112,70.75,143
,47,571,136.75,168
,59,882,185.13,95
,65,972,105.56,160
,48,654,196.96,109
,52,648,182.79,177
,80,6,166.86,103
,38,817,75.5,164
,94,621,159.11,101
,17,611,42.76,70
,23,22,181.3,178
,35,167,22.48,151
,9,146,44.89,73
,80,258,36.86,87
,99,128,186.46,162
,52,823,92.79,86
,89,476,82.94,76
,17,809,65.29,125
,54,545,132.57,179
,84,66,163.13,86
,9,512,47.65,80
,95,74,14.6,165
,16,746,28.69,89
,29,492,114.14,87
,57,936,49.78,72
,96,667,117.34,117
,86,130,85.41,109
,22,904,146.17,98
,59,15,145.09,171
,97,853,194.2,128
,54,673,180.09,157
,21,766,129.65,150
,27,351,81.33,118
,70,398,22.66,139
,14,484,170.69,140
,8,433,82.1,150
,24,974,72.05,96
,69,47,134.01,75
,22,349,70.43,93
,78,549,171.81,162
,11,674,167.61,95
,64,578,182.19,120
,1,439,48.43,151
,61,950,180.21,81
,85,859,150.98,138
,31,950,58.92,140
,32,549,83.98,145
,71,534,189.58,110
,63,20,132.55,76
,76,192,47.63,174
,73,757,104.05,108
,67,138,14.46,179
,77,932,137.4,130
,44,925,190.62,149
,56,493,168.23,160
,3,243,17.94,84
,11,656,196.98,164
,96,972,110.37,98
,38,373,133.04,173
,48,689,34.26,64
,18,213,157.06,107
,77,301,152.66,66
,92,124,172.44,173
,94,640,166.3,74
,6,275,128.13,104
,35,747,72.29,89
,100,348,80.96,152
,38,457,17.26,149
,14,760,167.05,108
,85,922,48.18,74
,26,386,21.87,86
,23,351,131.6,80
,57,895,156.86,88
,42,491,121.21,95
,97,949,199.68,74
,43,292,72.06,121
,94,621,172.62,74
,97,142,120.92,129
,57,641,19.66,103
,100,88,86.62,85
,1,693,14.76,154
,18,765,59.1,85
,82,83,141.92,150
,88,536,169.15,95
,82,834,135.53,149
,16,881,155.39,88
,96,183,53.2,79
,45,488,37.28,67
,17,470,125.11,61
,43,820,151.83,107
,63,720,177.64,132
,4,931,56.33,110
,21,59,105.37,152
,29,948,19.22,129
,66,286,114.13,130
,2,540,136.14,92
,89,665,36.99,83
,57,546,171.16,92
,77,286,14.45,86
,90,119,97.84,116
,90,447,79.74,172
,43,941,78.75,131
,40,600,54.26,110
,95,751,68.21,72
,10,151,84.15,114
,21,472,46.39,92
,83,538,49.97,158
,50,888,189.43,86
,99,700,132.27,85
,34,565,107.01,97
,16,574,73.38,158
,34,415,15.68,176
,25,556,190.71,91
,44,544,78.51,76
,33,274,162.22,67
,38,15,25.93,105
,25,552,11.23,144
,43,824,142.43,148
,20,677,176.58,61
,37,773,52.11,80
,93,798,130.72,115
,18,448,175.73,173
,30,496,194.47,147
,50,644,61.65,165
,40,530,41.33,176
,75,544,96.53,79
,12,671,45.16,132
,33,45,145.84,173
,69,133,165.61,146
,32,990,76.05,131
,12,226,108.46,108
,19,581,77.23,147
,17,544,76.83,178
,39,144,38.85,163
,42,290,35.76,163
,29,80,163.65,87
,37,924,153.61,158
,1,910,61.09,119
,56,144,120.84,108
,26,229,174.46,159
,30,150,97.68,149
,4,342,31.37,110
,65,287,143.53,71
,100,486,108.22,180
,93,598,118.98,87
,19,770,29.1,167
,70,516,32.68,144
,72,800,71.77,93
,59,391,170.56,174
,47,554,164.69,128
,37,651,162.83,175
,11,771,108.31,172
,25,234,137.42,161
,51,503,140.53,147
,99,395,116.89,72
,34,564,164.6,133
,69,546,104.56,80
,80,662,54.82,107
,12,371,40.58,97
,100,417,76.45,130
,49,548,21.57,110
,98,541,171.68,174
,2,42,143.02,145
,75,172,139.66,164
,17,542,91.83,109
,51,658,30.99,175
,5,602,66.84,77
,15,636,194.56,179
,67,682,156.47,87
,19,574,67.04,122
,3,725,143.99,79
,5,198,93.75,105
,23,173,28.06,164
,32,298,58.55,72
,81,144,100.64,125
,4,970,142.04,166
,79,373,67.73,82
,2,410,61.94,153
,62,376,67.25,87
,47,408,105.65,119
,42,137,128.93,74
,74,644,154.47,173
,55,34,157.59,125
,16,286,94.35,173
,97,264,36.58,178
,47,364,62.02,163
,59,407,139.45,68
,42,110,132.39,117
,60,378,126.79,71
,80,147,140.98,97
,60,805,16.04,75
,31,948,178.94,174
,59,416,139.74,91
,36,96,104.01,65
,24,894,176.77,113
,76,468,166.27,115
,67,383,138.02,136
,22,30,70.86,70
,69,858,32.5,122
,37,85,65.19,101
,99,738,137.55,162
,57,882,183.83,63
,73,394,57.03,115
,43,955,157.08,162
,26,862,117.92,67
,47,506,166.4,75
,20,709,17.84,121
,20,362,20.18,65
,33,690,186.85,113
,66,170,60.0,157
,51,309,61.89,122
,43,585,88.21,131
,99,136,55.41,138
,27,644,117.05,108
,52,20,14.46,67
,94,821,17.7,151
,69,263,69.55,87
,34,840,163.57,166
,53,125,119.49,63
,96,426,69.89,119
,11,98,186.88,95
,22,378,96.96,132
,94,123,196.93,135
,70,742,12.86,63
,27,470,101.97,70
,14,223,169.49,175
,60,742,157.91,99
,67,716,191.54,97
,100,680,176.37,134
,77,925,60.32,92
,74,874,152.58,142
,12,149,192.22,114
,75,809,65.25,177
,37,19,195.4,113
,17,180,109.29,176
,40,670,15.41,180
,100,897,168.29,143
,13,640,36.87,66
,41,17,30.93,64
,46,382,126.11,144
,28,925,168.19,173
,33,729,78.59,73
,69,82,102.07,134
,12,156,121.34,161
,16,980,174.98,83
,70,369,174.93,99
,80,778,43.27,120
,3,177,131.62,120
,19,722,103.77,131
,2,852,126.82,79
,32,530,107.83,66
,74,20,20.61,60
,53,355,163.18,137
,7,608,25.43,90
,85,741,87.45,97
,29,607,176.98,154
,26,746,88.02,171
,53,114,86.89,167
,73,300,91.94,75
,80,733,67.76,72
,80,647,30.16,126
,84,130,73.0,67
,67,39,165.62,173
,12,416,66.08,101
,25,620,115.12,165
,31,722,43.05,104
,79,611,155.1,128
,75,552,22.28,88
,19,178,38.59,117
,4,936,142.41,145
,3,170,45.95,149
,34,518,124.54,95
,52,546,94.59,65
,29,793,90.79,78
,56,112,197.1,78
,72,430,160.78,135
,14,877,127.38,105
,41,704,179.58,84
,93,790,174.73,77
,3,744,52.63,97
,27,321,97.13,119
,29,817,103.02,106
,90,720,142.65,131
,31,316,101.85,130
,24,302,183.28,62
,41,737,148.89,64
,76,829,116.35,175
,67,920,60.94,157
,94,869,139.45,91
,85,219,103.76,169
,36,884,57.53,99
,5,541,158.71,120
,1,679,112.34,157
,85,557,26.34,93
,86,616,46.23,113
,67,474,136.39,101
,93,521,197.67,86
,85,915,198.0,148
,27,828,21.77,121
,27,59,196.45,81
,31,242,39.18,82
,44,25,175.96,64
,96,227,84.82,144
,63,156,163.1,173
,57,879,198.48,127
,14,223,195.78,125
,12,306,130.72,63
,100,852,124.37,124
,5,634,171.71,159
,87,677,78.56,77
,49,827,114.57,124
,86,39,133.15,160
,91,785,156.95,72
,21,253,141.51,105
,33,547,42.5,127
,55,938,113.67,123
,57,625,119.75,84
,33,565,99.01,120
,86,360,34.19,126
,21,187,35.41,84
,85,401,113.69,178
,82,307,43.72,135
,22,996,149.02,138
,26,170,44.01,150
,30,760,139.35,117
,77,876,88.35,157
,54,691,81.22,63
,69,21,34.77,141
,27,565,65.51,130
,81,151,82.89,80
,99,950,54.07,115
,69,638,71.38,161
,63,14,113.77,119
,61,872,89.55,141
,15,95,45.7,76
,26,994,28.55,157
,55,719,46.37,164
,67,644,10.19,148
,88,275,16.88,86
,58,898,189.95,176
,66,516,191.01,147
,8,338,78.88,102
,96,501,140.07,109
,80,618,137.92,162
,2,475,78.96,149
,76,648,44.59,166
,14,211,188.31,162
,76,439,39.23,72
,70,300,155.72,93
,71,336,26.18,173
,76,350,130.1,153
,4,51,27.48,76
,73,839,77.6,144
,96,775,39.27,164
,51,455,128.93,80
,81,712,70.57,148
,1,84,99.56,102
,81,439,156.8,63
,30,840,38.53,176
,23,573,33.56,148
,58,550,122.8,143
,61,121,168.18,103
,66,214,31.31,93
,51,554,172.45,173
,96,604,159.86,90
,3,980,139.16,107
,80,226,60.46,163
,43,36,186.64,90
,72,457,97.44,82
,20,165,151.45,128
,12,637,40.5,84
,5,600,140.56,145
,45,786,67.79,175
,8,489,69.22,124
,82,618,63.77,167
,18,981,170.87,139
,9,541,106.3,91
,37,793,60.67,79
,72,926,183.66,126
,4,688,69.23,167
,76,847,177.43,100
,6,148,81.93,163
,31,818,160.34,125
,13,713,19.43,171
,92,429,197.86,89
,22,724,188.18,94
,73,880,123.25,114
,55,537,42.73,116
,97,201,141.86,75
,94,494,130.37,96
,58,382,30.29,105
,53,299,41.91,169
,28,810,29.29,85
,31,737,13.98,72
,96,401,70.14,84
,62,732,156.07,64
,93,36,141.67,89
,57,764,16.19,98
,31,812,140.71,130
,91,882,31.17,85
,47,323,88.41,151
,41,198,194.47,106
,85,230,132.68,150
,40,347,65.8,109
,53,919,157.51,128
,97,124,149.09,171
,86,928,81.09,177
,91,494,89.24,103
,98,845,79.56,74
,12,984,150.06,65
,48,642,96.16,156
,83,331,119.08,88
,36,560,55.03,110
,96,527,111.74,71
,76,941,28.29,115
,55,3,14.54,152
,62,650,152.66,119
,24,598,68.76,115
,37,837,146.6,135
,59,222,17.05,168
,70,911,50.66,93
,27,43,21.88,125
,60,853,177.25,167
,15,754,118.93,74
,95,40,54.9,137
,23,851,193.51,115
,89,876,92.66,168
,17,277,22.39,104
,86,517,21.45,117
,32,247,39.94,160
,52,412,86.11,179
,80,50,84.66,119
,72,406,133.66,151
,89,886,184.82,74
,67,892,109.02,147
,43,357,63.9,92
,39,193,182.59,166
,71,109,35.04,62
,73,793,101.91,63
,45,978,143.39,118
,53,801,113.35,119
,80,463,126.26,101
,86,789,136.75,107
,1,710,141.0,92
,28,532,147.66,169
,13,199,32.66,147
,7,289,92.71,70
,60,868,65.3,74
,6,299,45.48,100
,15,117,126.82,64
,15,885,111.9,97
,35,474,187.04,106
,53,608,67.91,99
,2,915,148.03,108
,68,941,150.59,102
,34,785,156.05,124
,69,133,79.32,112
,98,281,62.28,131
,22,322,47.04,73
,30,155,32.31,127
,37,785,87.34,153
,84,596,123.88,61
,77,769,49.2,175
,73,821,170.01,167
,1,118,48.31,136
,25,280,68.4,124
,6,237,119.92,95
,8,419,149.28,124
,78,602,182.02,158
,39,838,159.31,159
,12,645,164.02,102
,24,589,72.0,160
,1,123,53.97,179
,63,442,88.04,121
,39,104,99.44,146
,11,18,85.51,116
,23,9,124.46,131
,1,709,24.75,167
,54,326,47.06,174
,6,195,157.54,155
,81,106,11.24,83
,97,569,158.79,73
,44,417,161.6,78
,61,211,170.18,133
,74,626,167.8,169
,88,916,44.46,144
,46,734,96.92,172
,66,495,196.57,109
,90,104,161.43,161
,46,992,76.88,164
,41,708,42.52,177
,45,567,87.11,123
,93,243,83.81,74
,61,882,190.25,97
,23,385,32.83,82
,84,268,165.9,165
,90,672,88.46,87
,60,228,87.46,107
,18,622,119.12,80
,41,228,82.2,119
,76,513,92.19,128
,83,31,31.31,163
,52,116,144.12,105
,76,342,34.46,163
,34,846,14.32,168
,100,192,21.19,119
,63,618,88.78,72
,51,556,61.52,78
,94,876,193.82,164
,39,747,86.73,115
,20,518,165.15,146
,54,465,118.32,73
,71,747,153.49,122
,62,218,112.19,114
,78,624,82.66,121
,32,276,130.22,130
,35,726,76.34,151
,2,875,77.46,71
,99,833,75.0,134
,57,763,10.84,154
,85,989,89.79,156
,68,512,184.94,174
,21,762,117.99,102
,59,231,71.47,68
,88,953,14.85,117
,72,695,105.84,167
,29,171,80.41,100
,34,626,164.95,153
,71,813,154.84,143
,81,160,131.98,169
,28,448,47.94,68
,26,284,72.41,134
,33,463,144.51,83
,67,531,57.29,108
,29,570,176.05,150
,70,136,143.9,66
,43,959,180.82,93
,76,574,27.67,103
,46,979,72.62,65
,12,941,162.74,108
,22,273,45.7,145
,80,424,125.67,142
,14,190,115.49,95
,63,267,198.52,123
,34,174,37.77,163
,65,561,163.68,103
,37,994,131.98,62
,72,772,141.49,113
,70,308,11.68,130
,70,938,75.13,156
,82,684,68.86,151
,14,934,112.34,95
,1,401,29.7,150
,5,897,127.18,168
,14,772,188.57,178
,41,246,94.88,71
,87,558,191.43,105
,66,164,73.34,68
,51,826,182.49,161
,17,498,166.63,160
,47,658,27.36,91
,54,399,185.96,166
,77,982,176.7,65
,25,410,168.15,92
,3,613,176.08,135
,75,701,111.08,69
,92,614,80.53,157
,3,401,67.64,147
,83,271,22.08,90
,60,522,70.36,162
,36,662,52.91,110
,12,657,189.57,97
,20,668,147.19,85
,92,234,61.64,98
,62,218,180.12,124
,39,558,44.04,133
,38,893,93.27,151
,85,443,124.0,127
,93,163,73.53,158
,98,69,47.56,99
,84,308,19.27,173
,59,117,177.33,109
,94,323,94.6,81
,48,617,187.1,172
,63,260,33.46,175
,5,399,153.32,122
,2,422,64.42,78
,57,716,97.08,151
,22,204,161.69,135
,2,844,51.05,67
,7,2,158.92,78
,9,761,73.2,102
,3,887,103.17,165
,89,13,184.45,158
,20,144,54.44,73
,15,914,33.97,85
,6,742,49.98,104
,57,777,198.08,66
,58,625,173.65,84
,75,46,25.33,171
,42,143,44.92,92
,51,300,129.34,176
,82,621,198.79,95
,95,568,154.32,66
,79,111,150.68,130
,27,541,146.93,104
,84,512,132.74,131
,49,797,20.34,158
,43,183,128.7,84
,5,420,64.31,145
,75,368,84.6,140
,25,684,55.89,169
,52,504,123.33,162
,19,607,39.82,103
,87,742,55.93,95
,14,224,18.74,130
,78,251,21.28,78
,54,424,19.71,92
,96,662,116.85,71
,16,429,36.94,131
,27,160,149.9,150
,98,527,88.44,116
,98,750,88.63,73
,80,279,36.12,179
,13,263,74.46,76
,83,835,111.84,142
,48,163,65.07,120
,18,961,171.65,122
,34,944,129.85,99
,78,352,187.26,161
,16,354,138.67,62
,52,707,95.43,165
,30,962,190.24,147
,89,548,109.89,131
,100,933,12.47,93
,62,192,15.26,122
,7,520,128.5,161
,81,305,85.29,141
,7,118,160.43,172
,99,704,129.32,161
,84,375,176.8,172
,56,823,195.97,82
,32,16,64.88,132
,87,424,135.75,168
,59,323,148.27,81
,76,693,166.65,63
,85,170,28.31,131
,77,933,197.26,91
,98,717,182.25,118
,80,771,172.44,104
,64,132,47.05,173
,53,41,169.47,158
,63,527,147.72,60
,96,159,69.75,162
,73,505,172.65,113
,61,266,196.65,136
,100,758,195.25,103
,20,535,127.79,70
,23,116,66.84,152
,99,87,38.65,113
,78,471,121.71,120
,47,645,153.62,100
,74,415,105.26,104
,73,26,186.97,91
,90,335,64.43,171
,31,85,157.4,61
,67,314,100.4,134
,72,605,147.99,149
,79,844,188.26,169
,56,921,66.2,125
,24,695,189.7,147
,4,998,157.3,120
,68,994,35.92,73
,15,564,132.09,149
,96,420,95.63,180
,76,751,126.68,86
,9,318,27.76,84
,40,136,174.91,114
,49,211,75.34,176
,15,121,190.83,62
,37,851,94.09,94
,39,884,50.16,180
,33,606,31.19,156
,14,927,164.57,64
,90,142,184.74,68
